time [s],velocity [m/s]
0,9.1457571151683E-06
0.01001001001001,6.63615237758044E-05
0.02002002002002,0.000247409020761
0.03003003003003,0.000653925827858
0.04004004004004,0.001393914648368
0.05005005005005,0.002560831111236
0.06006006006006,0.004238554919663
0.07007007007007,0.006510440608516
0.08008008008008,0.009443484301074
0.09009009009009,0.013082014522502
0.1001001001001,0.017462273020448
0.11011011011011,0.022628822554827
0.12012012012012,0.028650925388548
0.13013013013013,0.035623552549105
0.14014014014014,0.043644403110142
0.15015015015015,0.052793262284816
0.16016016016016,0.063115869597192
0.17017017017017,0.074617569662119
0.18018018018018,0.087286113646017
0.19019019019019,0.101119614801987
0.2002002002002,0.116131506970389
0.21021021021021,0.132329195989955
0.22022022022022,0.149699531195746
0.23023023023023,0.168227346004759
0.24024024024024,0.187913379189559
0.25025025025025,0.208772551495282
0.26026026026026,0.230832210688276
0.27027027027027,0.254130627833025
0.28028028028028,0.278699609687435
0.29029029029029,0.304540459642136
0.3003003003003,0.33162060473974
0.31031031031031,0.359893636814545
0.32032032032032,0.389316730456188
0.33033033033033,0.419854698999015
0.34034034034034,0.451482613178382
0.35035035035035,0.484183487440136
0.36036036036036,0.517938509377342
0.37037037037037,0.552724325904654
0.38038038038038,0.588515131437754
0.39039039039039,0.625275998876394
0.4004004004004,0.662955121503174
0.41041041041041,0.701497629156601
0.42042042042042,0.740870237401004
0.43043043043043,0.781061261419269
0.44044044044044,0.82206235252843
0.450450450450451,0.86385250794517
0.460460460460461,0.906393408924069
0.470470470470471,0.949638813842442
0.480480480480481,0.99353862815524
0.490490490490491,1.03804226741019
0.500500500500501,1.08310631251434
0.510510510510511,1.12868913650551
0.520520520520521,1.17474634959824
0.530530530530531,1.22123258048251
0.540540540540541,1.26810338855141
0.550550550550551,1.31531736522576
0.560560560560561,1.3628302041683
0.570570570570571,1.41059692555522
0.580580580580581,1.4585892534998
0.590590590590591,1.50680159019197
0.600600600600601,1.55523232323838
0.610610610610611,1.60386221533733
0.620620620620621,1.65265718288558
0.630630630630631,1.70158298326699
0.640640640640641,1.75060511122632
0.650650650650651,1.79968505782776
0.660660660660661,1.84877819258817
0.670670670670671,1.89782764816284
0.680680680680681,1.9467670698703
0.690690690690691,1.9955377394202
0.700700700700701,2.04411281884447
0.710710710710711,2.0924912453073
0.720720720720721,2.14066723229972
0.730730730730731,2.18861551119336
0.740740740740741,2.23628628761344
0.750750750750751,2.28361960917009
0.760760760760761,2.33056867145362
0.770770770770771,
0.780780780780781,
0.790790790790791,
0.800800800800801,
0.810810810810811,
0.820820820820821,
0.830830830830831,
0.840840840840841,
0.850850850850851,
0.860860860860861,
0.870870870870871,2.81025006697194
0.880880880880881,2.84961938929403
0.890890890890891,2.88821192150159
0.900900900900901,2.92605235164164
0.910910910910911,2.96316837133973
0.920920920920921,2.99957866694609
0.930930930930931,3.03528972689945
0.940940940940941,3.07029956815351
0.950950950950951,3.10460185866971
0.960960960960961,3.13819555161204
0.970970970970971,3.17109070041941
0.980980980980981,3.20330120073391
0.990990990990991,3.23483667797726
1.001001001001,3.26569465378431
1.01101101101101,3.29585161992229
1.02102102102102,3.32527675768228
1.03103103103103,3.35395365570248
1.04104104104104,3.38187199623072
1.05105105105105,3.40901693762118
1.06106106106106,3.43538167496485
1.07107107107107,3.46097438392693
1.08108108108108,3.48580148752105
1.09109109109109,3.50985598849186
1.1011011011011,3.53313229902368
1.11111111111111,3.55562977947679
1.12112112112112,3.57733822481748
1.13113113113113,3.59824777930234
1.14114114114114,3.61835944400279
1.15115115115115,3.63767352453896
1.16116116116116,3.65619050438981
1.17117117117117,3.67391843610784
1.18118118118118,3.69086645884824
1.19119119119119,3.70704266599133
1.2012012012012,3.72245970523992
1.21121121121121,3.73713490478092
1.22122122122122,3.75109607968458
1.23123123123123,3.76438043730629
1.24124124124124,3.77702008234117
1.25125125125125,3.78904421982245
1.26126126126126,3.80048009151806
1.27127127127127,3.81133751471356
1.28128128128128,3.82161901580463
1.29129129129129,3.83134670275094
1.3013013013013,3.84054700188174
1.31131131131131,3.84923189789248
1.32132132132132,3.85741868108738
1.33133133133133,3.8651281146966
1.34134134134134,3.87236181288163
1.35135135135135,3.87910915437066
1.36136136136136,3.88536898179298
1.37137137137137,3.89115484152423
1.38138138138138,3.89648691992778
1.39139139139139,3.90138855195836
1.4014014014014,3.90588505173971
1.41141141141141,3.90999609016869
1.42142142142142,3.91372486495033
1.43143143143143,3.91706332479492
1.44144144144144,3.92000815525945
1.45145145145145,3.92255651951449
1.46146146146146,3.92470157254159
1.47147147147147,3.92643534280693
1.48148148148148,3.92774593287648
1.49149149149149,3.92862398772377
1.5015015015015,3.92906876782573
1.51151151151151,3.92909491867413
1.52152152152152,3.92873712087172
1.53153153153153,3.92802537691573
1.54154154154154,3.92695890526378
1.55155155155155,3.92551612177738
1.56156156156156,3.92368038395737
1.57157157157157,3.92145143667832
1.58158158158158,3.91884221320223
1.59159159159159,3.91587264403889
1.6016016016016,3.9125620391368
1.61161161161161,3.9089219952804
1.62162162162162,3.9049655803381
1.63163163163163,3.90072562711533
1.64164164164164,3.89625354589336
1.65165165165165,3.89159895996363
1.66166166166166,3.88679288205065
1.67167167167167,3.88185637992124
1.68168168168168,3.87681390212581
1.69169169169169,3.87168462732713
1.7017017017017,3.86648615855828
1.71171171171171,3.86124798775691
1.72172172172172,3.85600214390338
1.73173173173173,3.85076820924358
1.74174174174174,3.84555108102996
1.75175175175175,3.84035555869011
1.76176176176176,3.83519822883965
1.77177177177177,3.83009431045368
1.78178178178178,3.82504824656954
1.79179179179179,3.82007940076106
1.8018018018018,3.81523094898421
1.81181181181181,3.81053113995643
1.82182182182182,3.80597704001535
1.83183183183183,3.80155116235914
1.84184184184184,3.79723348820085
1.85185185185185,3.79301375854711
1.86186186186186,3.78888929654725
1.87187187187187,3.7848493953172
1.88188188188188,3.78087425066428
1.89189189189189,3.77693941588231
1.9019019019019,3.77302604746375
1.91191191191191,3.76913070879538
1.92192192192192,3.76526214666928
1.93193193193193,3.76144011317846
1.94194194194194,3.75768173318147
1.95195195195195,3.75399279141171
1.96196196196196,3.75038645079553
1.97197197197197,3.74688455801715
1.98198198198198,3.74350267211359
1.99199199199199,3.74025196944658
2.002002002002,3.73713868137368
2.01201201201201,3.73415343934096
2.02202202202202,3.7312805528928
2.03203203203203,3.72850370081533
2.04204204204204,3.72579043248059
2.05205205205205,3.72310531787927
2.06206206206206,3.72043650243991
2.07207207207207,3.71779849708793
2.08208208208208,3.71522033531327
